job_id,contract_id,clause_id,citation,clause_name,taxonomy,taxonomy_provenance,type,prob,issue,matched,matched_key,gold_issue,gold_type,alignment,determinable,words_at_issue,evidence,reason
808FSupp2d552_trademark_license_and_cooperation__c041__t1_1,808FSupp2d552_trademark_license_and_cooperation,c041,808 F.Supp.2d 552,6(a) Protection of marks,1.1,westlaw,1,0.25,"""Best efforts"" is undefined and the clause supplies no benchmark, cost ceiling or required action against which either party's protective efforts could be measured. It is also mutual and open-ended, so what protection either owes is indeterminate.",g1,808FSupp2d552_trademark_license_and_cooperation__c041__i1,The obligation to use “best efforts” to protect the marks and goodwill was challenged as too vague to enforce because it allegedly supplied no objective criteria applicable to a reality-show genre that did not exist when the Agreement was executed.,1.1,0.94,True,"The proposed issue concerns “use their best efforts to protect” and the clause’s silence about benchmarks, costs, and required protective actions. Candidate g1 concerns the same “best efforts” language and the alleged absence of objective criteria for measuring those efforts, particularly in relation to a reality-show genre that did not exist when the Agreement was signed.",The Hard Rock Defendants contend that there are no objective criteria to measure “best efforts” because “the genre of reality shows like ‘Rehab’ did not even exist” when the Agreement was executed.,"Both identify the same defect: the “best efforts” obligation allegedly lacks objective criteria by which performance can be measured. The proposed issue adds concerns about mutuality, open-endedness, and the absence of a cost ceiling, while g1 contextualizes the missing benchmark through the later-created reality-show genre, but these are variations on the same core complaint."
808FSupp2d552_trademark_license_and_cooperation__c046__t1_1,808FSupp2d552_trademark_license_and_cooperation,c046,808 F.Supp.2d 552,8(a)(1) Promotional cooperation,1.1,westlaw,1,0.27,"The cross-promotion duty applies only ""when practical and appropriate"", a standard with no benchmark and no decision-maker named. Whether a party ever breaches by omitting the other's facilities cannot be determined from the clause.",,,,,0.0,True,"The proposed issue concerns “when practical and appropriate” and the clause’s silence about a benchmark or decision-maker for that standard. Candidate g1 concerns the word “locations,” specifically whether it means places where both parties maintain facilities or the geographic reach of the promotional material.",,"The proposed issue challenges the undefined standard governing whether cross-promotion is required, whereas g1 identifies competing meanings of “locations” that determine which advertisements or geographic places are covered. These are distinct defects involving different words."
808FSupp2d552_trademark_license_and_cooperation__c046__t1_2,808FSupp2d552_trademark_license_and_cooperation,c046,808 F.Supp.2d 552,8(a)(1) Promotional cooperation,1.1,westlaw,1,0.22,"The table-tent display Licensor must place in its own restaurants referencing Licensee's facilities must be ""reasonably acceptable to Licensor"", which appears to be a mechanical error for Licensee and leaves the obligor as the sole judge of its own performance. As written the sentence gives Licensor an approval right over material it alone supplies.",,,,,0.0,True,The proposed issue turns on “reasonably acceptable to Licensor” in the table-tent sentence and the resulting self-approval right. Candidate g1 turns on “locations” in the opening sentence—whether it means places where both parties maintain facilities or the geographic reach of the advertising.,,"The proposed issue concerns Licensor’s apparent power to approve the promotional display it must itself supply, whereas g1 concerns the geographic meaning of “locations.” These are distinct alleged defects in different language of the provision."
808FSupp2d552_trademark_license_and_cooperation__c050__t2_1,808FSupp2d552_trademark_license_and_cooperation,c050,808 F.Supp.2d 552,8(b) Worldwide Web sites,1.1,westlaw,2,0.3,"Licensor's right to develop web pages for ""other Hard Rock Facilities as they may develop"" cannot be squared with the exclusive license to the Hotel and Casino Marks in the Morton Territories granted by Section 2(a), since Hard Rock Facilities include Licensee's Hotel/Casinos. The Licensee-only carve-out for the Territories and the Internet sales rules in 2(b)(v) leave the boundary of each party's web rights contested.",g1,808FSupp2d552_trademark_license_and_cooperation__c050__i1,"The exception allowing the Licensee to “develop, maintain and update a Web page” was disputed as to whether it both limited HRCI’s website rights and encompassed an exclusive right to register hardrockcasinoalbuquerque.com.",1.1,0.68,True,"The proposed issue turns on “other Hard Rock Facilities as they may develop,” the exception permitting Licensee to develop pages for Hotel/Casinos or Casinos in the Morton Territories, and their interaction with Sections 2(a) and 2(b)(v). G1 concerns that same exception and “develop, maintain and update a Web page” as applied to exclusive domain registration; g2 concerns only the singular “a Web page”; g3 concerns “other party’s Web pages” in the linking sentence.","The use of the word “except” limits HRCI’s ability to develop, maintain and update websites for Hotel/Casinos and Casinos in the Morton Territories. Additionally, the language “developing], maintaining], and updating] a Web page” is reasonably capable of encompassing the Hard Rock Defendants’ right to register this domain name. The Agreement is therefore ambiguous as to whether it granted the Hard Rock Defendants an exclusive right to register hardrockcasinoalbuquerque.com.","The proposed issue and g1 both concern whether the “except” clause limits Licensor’s web rights in the Morton Territories and gives Licensee exclusivity there. The proposed issue frames the conflict broadly through Sections 2(a) and 2(b)(v), while g1 addresses the narrower claimed exclusive right to register a particular domain name."
808FSupp2d552_trademark_license_and_cooperation__c054__t2_1,808FSupp2d552_trademark_license_and_cooperation,c054,808 F.Supp.2d 552,10. Sublicense and Franchise Rights,1.1,westlaw,2,0.26,"The unrestricted right to ""sublicense or franchise any or all of the rights and licenses granted hereunder"" cannot easily be squared with the first-offer right in Section 9(c), since a sublicense of all rights would transfer the business without triggering negotiation with Licensor. Nothing in either clause says which governs a wholesale sublicense.",,,,,0.0,True,"The proposed issue turns on “sublicense or franchise any or all of the rights and licenses granted hereunder,” together with the provision’s silence about its priority relative to Section 9(c)’s first-offer right. Candidate g1 turns on the same quoted grant but asks whether “rights and licenses granted hereunder” encompass use of the unaltered Hard Rock Marks at the Tulsa and Albuquerque properties, not whether a wholesale sublicense circumvents Section 9(c).",,"Although both focus on the sublicense grant, they identify different defects. The proposed issue alleges an unresolved conflict with Section 9(c)’s first-offer right for a wholesale transfer, while g1 concerns whether the granted rights substantively include use of unaltered marks at two properties."
809FSupp2d582_april_28_2008_letter__c002__t1_1,809FSupp2d582_april_28_2008_letter,c002,809 F.Supp.2d 582,Limitation of Lincoln General’s lawsuit claims,1.1,westlaw,1,0.38,"The paragraph is framed as a limitation (""agrees to limit the scope of its claims ... to the following"") but each enumerated category is opened up again by catch-alls — ""This includes, but is not limited to,"" ""among other things,"" and ""other persons or entities"" — so the general language arguably swallows the enumerated specifics. A court would have to decide whether ejusdem generis confines the retained claims to the listed IBNR-commission and improper-payment theories.",g1,809FSupp2d582_april_28_2008_letter__c002__i1,"The open-ended phrases “includes, but is not limited to,” “by Defendants and/or other persons or entities,” and “among other things” were disputed as to whether the letter’s delineation was exhaustive or broad enough to encompass claims not specifically listed.",1.1,0.96,True,"The proposed issue concerns “agrees to limit the scope of its claims ... to the following” in tension with “includes, but is not limited to,” “among other things,” and “other persons or entities.” Candidate g1 concerns those same open-ended phrases and whether they make the letter non-exhaustive and broad enough to encompass unlisted claims.","Furthermore, the language of the April 30, 2008 letter itself is broad, using language such as “includes, but is not limited to,” “by Defendants and/or other persons or entities,” and “such claims may encompass actions seeking legal or equitable relief for, among other things, .... ” (Id. (emphasis added)).","Both identify the same defect: the provision purports to limit the claims to enumerated categories, yet its open-ended phrases may broaden the retained claims beyond those specifically listed. The proposed issue adds ejusdem generis as a possible interpretive method, but that does not materially change the defect."
809FSupp2d582_april_28_2008_letter__c002__t2_1,809FSupp2d582_april_28_2008_letter,c002,809 F.Supp.2d 582,Limitation of Lincoln General’s lawsuit claims,1.1,westlaw,2,0.22,"Category (2) (paying or overpaying claims on policies not reinsured or only partially reinsured, out of a Lincoln General-funded account) overlaps with the claims excluded by the ""Other Causes of Action"" paragraph, which bars claims for ""mishandling of insurance claims on the reinsured policies."" Which paragraph governs a claim that sounds in both is not resolved.",,,,,0.0,True,"The proposed issue turns on Category (2)’s coverage of payments from a Lincoln General-funded account for policies not or only partially reinsured, in alleged conflict with the “Other Causes of Action” bar for “mishandling of insurance claims on the reinsured policies.” Candidate g1 turns on “includes, but is not limited to,” “by Defendants and/or other persons or entities,” and “among other things,” and whether those phrases expand the delineated claims beyond those specifically listed.",,"The proposed issue alleges an unresolved conflict between Category (2) and the separate “Other Causes of Action” exclusion. Candidate g1 instead concerns whether open-ended wording makes the letter’s claim delineation non-exhaustive, so it names a different defect."
809FSupp2d582_memorandum_of_understanding_mou__c024__t1_1,809FSupp2d582_memorandum_of_understanding_mou,c024,809 F.Supp.2d 582,VI. Tolling period,1.1,westlaw,1,0.42,"The tolling runs ""for five (5) years of until all claims ... have been paid and settled,"" where the mangled conjunction leaves it unclear whether the period is five years, or until all claims are paid, or the longer or shorter of the two. ""[P]aid and settled ... pursuant to any and all agreements between them"" also fixes no ascertainable end date.",,,,,0.0,True,"The proposed issue concerns “for five (5) years of until all claims ... have been paid and settled” and “pursuant to any and all agreements between them,” particularly the ambiguous conjunction and indeterminate endpoint. Candidate g1 concerns “or otherwise related to,” specifically whether that phrase covers additional existing claims or only claims arising while the MOU was in force.",,"The proposed issue challenges the uncertainty in the tolling period’s duration and endpoint. Candidate g1 instead concerns which causes of action fall within the tolling provision, so it records a different defect."
809FSupp2d582_memorandum_of_understanding_mou__c025__t1_1,809FSupp2d582_memorandum_of_understanding_mou,c025,809 F.Supp.2d 582,VI. Other Causes of Action,1.1,westlaw,1,0.26,"The provision incorporates the ""Other Causes of Action"" defined in ""the April 28, 2008 letter agreement,"" but the letter agreement in the record is dated April 30, 2008. The misdescription puts in issue which document, and hence which definition, is being incorporated.",,,,,0.0,True,"The proposed issue turns on the cross-reference to “the April 28, 2008 letter agreement” and its conflict with the record’s April 30 letter. Candidate g1 turns on “shall extend to, but not be limited to” and whether those words cover claims beyond the letter’s specified Other Causes of Action.",,"The proposed issue alleges that the incorrect date misidentifies the incorporated letter. Candidate g1 instead concerns whether the phrase “shall extend to, but not be limited to” expands tolling beyond the claims specified in the referenced letter; it does not record the date discrepancy as a defect."
809FSupp2d582_memorandum_of_understanding_mou__c025__t2_1,809FSupp2d582_memorandum_of_understanding_mou,c025,809 F.Supp.2d 582,VI. Other Causes of Action,1.1,westlaw,2,0.24,"The April 2008 letter tolls the Other Causes of Action ""until the Lawsuit has been settled or otherwise finally resolved, including the completion of any appeals,"" while section VI tolls them for five years or until all claims are paid. Which tolling term governs those causes of action after the Lawsuit's dismissal cannot be answered from either document alone.",,,,,0.0,True,"The proposed issue turns on the cross-reference to the April 2008 letter and the allegedly conflicting tolling endpoints in that letter and section VI. Candidate g1 turns on “shall extend to, but not be limited to” and whether those words encompass claims beyond those specified in the letter or original suit.",,"The proposed issue concerns a conflict between two tolling durations and uncertainty over which termination event governs the referenced Other Causes of Action. Candidate g1 instead concerns the substantive scope of claims covered by “shall extend to, but not be limited to,” so it names a different defect."
809FSupp2d582_memorandum_of_understanding_mou__c030__t1_1,809FSupp2d582_memorandum_of_understanding_mou,c030,809 F.Supp.2d 582,Xk. Failure to complete required actions,1.1,westlaw,1,0.42,"The heading covers ""Failure to Complete the Required Actions ... or Later Breach,"" but the operative text addresses only the parties being ""not able to complete"" the contemplated documents and says nothing about breach. Whether refiling is also the remedy for a later breach, and whether it is an exclusive remedy at all, is left open.",,,,,0.0,True,"The proposed issue turns on the heading’s words “or Later Breach,” the operative sentence’s silence about later breach, and the remedy language insofar as it may or may not make refiling exclusive. Candidate g1 turns on “Lincoln’s sole remedy shall be to refile the lawsuit” and whether “the lawsuit” limits a later action to claims asserted in the original 2007 suit.",,"No candidate names the proposed heading/operative-text mismatch or the uncertainty whether refiling applies to later breach and is exclusive. Candidate g1 instead concerns which claims may be included when Lincoln refiles, a distinct question about the scope of the successive lawsuit."
809FSupp2d582_memorandum_of_understanding_mou__c030__t2_1,809FSupp2d582_memorandum_of_understanding_mou,c030,809 F.Supp.2d 582,Xk. Failure to complete required actions,1.1,westlaw,2,0.48,"Limiting Lincoln General's remedy to refiling the lawsuit cannot be squared with section V's agreement that the Memorandum is ""sufficiently definite to allow the parties to sue for its enforcement,"" nor with the unconditional payment duty in section IV. A court must decide whether section IX displaces enforcement of the Memorandum.",,,,,0.0,True,"The proposed issue concerns “Lincoln’s [sole] remedy shall be to refile the lawsuit” and its asserted conflict with Section V’s enforcement language and Section IV’s payment duty. Candidate g1 concerns the same remedy phrase but asks whether “refile the lawsuit” restricts the claims in the new suit to the original 2007 claims, particularly in light of the dismissal and tolling provisions.",,"Although both concern the limitation stating that Lincoln’s remedy is to refile, they identify different defects. The proposed issue asks whether that remedy displaces enforcement and payment rights under Sections V and IV, whereas g1 concerns only whether a refiled suit is limited to claims asserted in the 2007 action."
814FSupp2d930_workout_agreement__c010__t2_1,814FSupp2d930_workout_agreement,c010,814 F.Supp.2d 930,Workout Arrangement Recital,2.2,model,2,0.4,"The recital that Lender ""has agreed to allow Customer to repay the Arrearage"" under the work-out arrangement conflicts with Attachment A paragraph b, which states the aggregate Plan payments will be insufficient to pay the Arrearage and that the account will remain delinquent. A borrower could argue the recital states the bargain's purpose and controls the operative payment schedule.",g1,814FSupp2d930_workout_agreement__c010__i1,"The recital that Aurora “has agreed to allow Customer to repay the Arrearage” created whole-contract tension with Attachment A’s statement that the Plan payments would be insufficient to pay the arrearage, leaving Aurora’s repayment obligation ambiguous when the agreement was read as a whole.",2.2,0.98,True,The proposed issue concerns “has agreed to allow Customer to repay the Arrearage” and its conflict with Attachment A paragraph b’s statement that aggregate Plan payments will be insufficient and leave the account delinquent. Candidate g1 concerns the same recital language and the same conflicting Attachment A statement.,"Although it is true that Attachment A discloses that the “aggregate Plan payment will be insufficient to pay the Arrearage,” Aurora never reconciles this provision with the recital that Aurora “has agreed to allow Customer to repay the Arrearage pursuant to a loan work-out arrangement^]”","Both identify the same contradiction between the recital’s promise to allow repayment of the arrearage and Attachment A’s statement that the Plan payments will not fully repay it. The proposed issue adds that the recital could control as a statement of purpose, while g1 frames the resulting problem as whole-contract ambiguity, but this is the same underlying defect."
814FSupp2d930_workout_agreement__c013__t1_1,814FSupp2d930_workout_agreement,c013,814 F.Supp.2d 930,3 Lenders Forbearance,2.2,model,1,0.24,"""[F]orbear from exercising any or all of its rights and remedies"" is ambiguous as to whether Lender must forbear from all remedies or may elect which ones to forbear from. The disjunctive ""any or all"" gives the borrower's principal protection no fixed content.",,,,,0.0,True,The proposed issue turns on the internal wording “any or all of its rights and remedies” and the scope of the required forbearance. Candidate g1 turns on the forbearance promise as a whole in conflict with the recital and Attachment A language stating that Aurora would allow repayment of the arrearage.,,"The proposed issue concerns whether “any or all” lets the lender choose which remedies to forbear from. Candidate g1 instead concerns whether the forbearance promise was Aurora’s sole obligation despite separate language requiring it to allow repayment of the arrearage, so it identifies a different defect."
814FSupp2d930_workout_agreement__c013__t2_1,814FSupp2d930_workout_agreement,c013,814 F.Supp.2d 930,3 Lenders Forbearance,2.2,model,2,0.42,"The forbearance promise cannot be squared with paragraph 8, which states that a commenced foreclosure ""will not be withdrawn,"" and with paragraph 7's declaration that nothing herein waives any right to commence or resume foreclosure. What Lender actually gave up during the plan term is the very thing those provisions take back.",,,,,0.0,True,"The proposed issue concerns paragraph 3’s promise to “forbear from exercising any or all of its rights and remedies,” as allegedly conflicting with paragraph 7’s nonwaiver of foreclosure rights and paragraph 8’s statement that a commenced foreclosure “will not be withdrawn.” Candidate g1 concerns the same forbearance promise but compares it to the recital and Attachment A language stating that Aurora agreed to allow repayment of the arrearage and that the plan was implemented for that purpose.",,The proposed issue alleges that the forbearance promise is taken back by paragraphs 7 and 8’s preservation of foreclosure rights. Candidate g1 instead concerns whether treating forbearance as Aurora’s sole obligation can be reconciled with separate language promising an opportunity to repay the arrearage; that is a different contractual conflict.
814FSupp2d930_workout_agreement__c031__t2_1,814FSupp2d930_workout_agreement,c031,814 F.Supp.2d 930,Attachment A a.1 Stipulated Payments,2.2,model,2,0.5,"The First Plan payment is due ""on or before 11/18/2009,"" but the effectiveness condition in Attachment A requires Lender to receive that payment by the Agreement Return Date of 11/15/2009, and the cover letter demands it by 11/15/2009. A payment made on the date this provision allows would fail the condition another provision imposes.",,,,,0.0,True,The proposed issue turns on “on or before 11/18/2009” and its conflict with the 11/15/2009 Agreement Return Date and cover-letter deadline. Candidate g1 turns on “[f]or the purposes of repayment of the Arrearage” and its conflict with Attachment A’s statement that the payments “will be insufficient to pay the Arrearage.”,,The proposed issue identifies a conflict between the First Plan payment deadline and separate effectiveness/cover-letter deadlines. Candidate g1 instead identifies a contradiction between the stated purpose of repaying the arrearage and the disclosure that the plan payments would be insufficient to do so; these are different defects.
814FSupp2d930_workout_agreement__c041__t2_1,814FSupp2d930_workout_agreement,c041,814 F.Supp.2d 930,Attachment A b Plan Payment Insufficiency,2.2,model,2,0.33,"The statement that the aggregate Plan payments will be insufficient and the account will remain delinquent conflicts with the recital that Lender agreed to allow Customer ""to repay the Arrearage pursuant to a loan work-out arrangement"" and with paragraph 4's reference to full reinstatement. A court would have to decide what the plan was for if it could never cure the default.",g1,814FSupp2d930_workout_agreement__c041__i1,The statement that the “aggregate Plan payment will be insufficient to pay the Arrearage” supported Aurora’s denial of any repayment obligation but created whole-contract tension with the recital and payment-purpose clause stating that the arrangement was for repayment of the arrearage.,2.2,0.9,True,"The proposed issue concerns “aggregate Plan payment will be insufficient to pay the Arrearage” and “Customer's account will remain delinquent,” as conflicting with the recital’s promise to allow repayment and paragraph 4’s full-reinstatement language. Candidate g1 concerns the same insufficiency sentence, specifically its conflict with the repayment recital and the separate clause stating that the Plan’s purpose was repayment of the arrearage.","Although it is true that Attachment A discloses that the “aggregate Plan payment will be insufficient to pay the Arrearage,” Aurora never reconciles this provision with the recital that Aurora “has agreed to allow Customer to repay the Arrearage pursuant to a loan work-out arrangement^]” Nor does Aurora explain the first clause in the Attachment, which specifies that the payment plan is being implemented “[f]or the purposes of repayment of the Arrearage^]”","Both identify the contradiction between Attachment A’s statement that the Plan payments cannot cure the arrearage and the agreement’s language presenting the workout as a means of repaying that arrearage. The proposed issue additionally invokes continued delinquency and paragraph 4’s reinstatement language, while g1 emphasizes the recital and payment-purpose clause, but these are closely overlapping formulations of the same defect."
817FSupp2d1357_settlement_and_release_agreement__c009__t1_1,817FSupp2d1357_settlement_and_release_agreement,c009,817 F.Supp.2d 1357,4. Entire agreement,1.1,westlaw,1,0.28,"The final clause is garbled beyond sense (""the terms of this reement ae conzartunl an not 8 mere rsa""), so the words meant to declare the terms contractual and not a mere recital cannot be read. That mechanical corruption of the integration clause's operative language is itself a matter for construction.",,,,,0.0,True,"The proposed issue concerns the garbled final clause, “the terms of this reement ae conzartunl an not 8 mere rsa.” Candidate g1 concerns “no promise or inducement or agreement not herein expressed” and “this Release contains the entire agreement,” specifically whether those words constitute a merger clause despite omitting conventional merger terminology.",,"The proposed issue alleges mechanical corruption that makes the final clause unreadable. Candidate g1 instead concerns whether the preceding complete-agreement language functions as a merger clause excluding prior oral agreements, so it names a different defect."
817FSupp2d1357_settlement_and_release_agreement__c016__t1_1,817FSupp2d1357_settlement_and_release_agreement,c016,817 F.Supp.2d 1357,Confidentiality and non-use,1.1,westlaw,1,0.18,"Confidentiality is owed to every ""person not party or privy to this settlement,"" and ""privy"" is undefined, while the added bar on terms being ""used to the detriment of the Parties"" has no stated measure of detriment. Both terms would need construction before any breach could be found.",,,,,0.0,True,"The proposed issue turns on “person not party or privy to this settlement,” particularly undefined “privy,” and on “used to the detriment of the Parties,” particularly the absence of a measure of detriment. Candidate g1 instead turns on “the terms of this Release and the terms of the settlement of this claim” and whether that phrase covers only written contractual provisions or also oral conditions and the underlying actions’ facts and existence.",,"The proposed issue challenges uncertainty in who is “privy” and what constitutes “detriment,” whereas g1 concerns what information is encompassed by “the terms of this Release and the terms of the settlement of this claim.” These are distinct alleged defects involving different words."
874FSupp2d328_insurance_and_indemnity_agreement__c117__t2_1,874FSupp2d328_insurance_and_indemnity_agreement,c117,874 F.Supp.2d 328,3.01(c) Representations and Warranties,1.1,model,2,0.12,"The condition covers representations ""set forth or incorporated by reference in this Insurance Agreement"", which by Section 2.01(n) means every representation in every Operative Document, without any materiality qualifier. How far the incorporation reaches for purposes of this closing condition is not stated here.",,,,,0.0,True,"The proposed issue turns on “set forth or incorporated by reference in this Insurance Agreement,” including the alleged cross-reference through Section 2.01(n), and the silence about the reach of that incorporation and any materiality limitation. Candidate g1 turns on “shall be true and correct on and as of the Closing Date” and the consequences and proof of a material breach of that requirement, particularly increased risk of loss versus causation of a HELOC default.",,The proposed issue concerns uncertainty over which representations are incorporated into the closing condition and thus must be true. Candidate g1 instead concerns how material breach of that condition may be proved—by increased risk of loss without showing that the breach caused a HELOC default—so it identifies a different defect.
874FSupp2d328_mortgage_loan_purchase_agreement__c121__t1_1,874FSupp2d328_mortgage_loan_purchase_agreement,c121,874 F.Supp.2d 328,7. Breach notice and remedies,"1.1,2.2",model,1,0.58,"The trigger states two different thresholds in one sentence: a breach ""which materially and adversely affects the value of the interests of the Purchaser, the Noteholders, the Indenture Trustee or the Note Insurer ... or which adversely affects the interests of the Note Insurer."" Whether the Note Insurer must show materiality at all, having been named in both limbs, is squarely presented by the words.",,,,,0.0,True,"The proposed issue turns on the contrast between “materially and adversely affects the value of the interests of ... the Note Insurer” and “or which adversely affects the interests of the Note Insurer.” g1 turns on the meaning of “adversely affects the interests of the Note Insurer”—increased risk versus actual harm through default—while g2 turns on the provision’s silence about any requirement that a breach cause default, considered against the I&I and SSA provisions.",,"Neither candidate addresses whether the Note Insurer must satisfy materiality because it appears in both trigger limbs. Both instead concern whether an adverse effect requires an actual loan default or existing harm, so they identify a different defect."
874FSupp2d328_mortgage_loan_purchase_agreement__c121__t2_1,874FSupp2d328_mortgage_loan_purchase_agreement,c121,874 F.Supp.2d 328,7. Breach notice and remedies,"1.1,2.2",model,2,0.48,"Cure, repurchase or substitution is made ""the sole and exclusive remedy,"" yet Section 2.02(n) of the Insurance and Indemnity Agreement independently obliges the Sponsor to defend and indemnify the Insurer against all losses arising from the same breach of this Section 7. Whether the sole-remedy clause caps the Insurer's recovery under the Insurance Agreement is the central relational question of this transaction.",,,,,0.0,True,"The proposed issue turns on “sole and exclusive remedy under this Agreement or otherwise,” its Section 13 indemnity exception, and their relationship to I&I § 2.02(n). Candidate g1 turns on “adversely affects the interests of the Note Insurer”; candidate g2 turns on Section 7’s silence about any requirement that a breach cause a HELOC default, considered alongside the I&I Event-of-Default and SSA repurchase provisions.",,"The proposed issue concerns whether Section 7’s sole-and-exclusive-remedy sentence limits a separate I&I indemnity obligation. Neither candidate records that defect: g1 construes the adverse-effect trigger, while g2 addresses whether Section 7 silently requires a loan default before repurchase remedies become available."
874FSupp2d328_sale_and_servicing_agreement__c021__t1_1,874FSupp2d328_sale_and_servicing_agreement,c021,874 F.Supp.2d 328,Section 2.05(a). Opinion for substitutions and repurchases,2.2,model,1,0.28,"The Opinion of Counsel condition applies only to a HELOC ""that is not in default or as to which default is not reasonably foreseeable"", and neither ""default"" nor ""reasonably foreseeable"" is given any measure here. Whether a given delinquent HELOC falls inside or outside the condition is therefore contestable.",,,,,0.0,True,"The proposed issue turns on the undefined words “default” and “reasonably foreseeable” in “not in default or as to which default is not reasonably foreseeable.” Candidate g1 turns on the same conditional sentence, but specifically on its recognition of repurchase or substitution for a HELOC that is not yet in default, rather than on uncertainty over what counts as default or reasonable foreseeability.",,"Although both concern the nondefault language, they identify different issues. The proposed issue alleges uncertainty in deciding whether a delinquent HELOC is in default or foreseeably headed for default, while g1 construes the provision as confirming that repurchase may occur before any loan default; it does not identify ambiguity in those thresholds."
88FSupp3d1156_product_contamination_insurance_policy__c066__t1_1,88FSupp3d1156_product_contamination_insurance_policy,c066,88 F.Supp.3d 1156,5.14 Choice of Law and Forum,"1.1,2.2",model,1,0.16,"The condition is numbered 5.14, the same number carried later by the Self-Insured Retention condition, so the cross-reference in Condition 5.7 to ""Condition 5.14"" is ambiguous. The duplication is on the face of the numbering.",,,,,0.0,True,"The proposed issue turns on the heading number “5.14,” its duplication for the Self-Insured Retention condition, and Condition 5.7’s cross-reference to “Condition 5.14.” Candidate g1 concerns “all claims and disputes will be litigated” and whether it unambiguously selects New York; g2 concerns that New York forum requirement’s conflict with the Service of Suit Endorsement permitting the insured to choose a court.",,"Neither candidate addresses the duplicated condition number or the resulting ambiguity in Condition 5.7’s cross-reference. The candidates instead concern the substantive forum-selection language, either standing alone or in conflict with the Service of Suit Endorsement."
88FSupp3d1156_product_contamination_insurance_policy__c066__t2_1,88FSupp3d1156_product_contamination_insurance_policy,c066,88 F.Supp.3d 1156,5.14 Choice of Law and Forum,"1.1,2.2",model,2,0.6,"This condition requires that ""all claims and disputes will be litigated in the Supreme Court of the State of New York ... or in the U.S. District Court for the Southern District of New York,"" which cannot be squared with the Service of Suit endorsement, under which the Insurer agrees at the Insured's request to submit to the jurisdiction of any court of competent jurisdiction within the United States. Which controls the forum for a California insured is the plain point of conflict.",g2,88FSupp3d1156_product_contamination_insurance_policy__c066__i2,"The New York forum requirement was in whole-contract tension with the Service of Suit Endorsement’s promise to submit to a court chosen by the insured, requiring the court to determine whether the endorsement modified the original forum-selection clause.",2.2,0.99,True,"The proposed issue concerns “all claims and disputes will be litigated” in the specified New York courts as conflicting with the Service of Suit Endorsement’s submission to any competent U.S. court. Candidate g1 concerns only whether the New York designation is ambiguous in isolation, while g2 concerns that exact conflict and whether the endorsement modifies the New York forum requirement.","Accordingly, the Court finds that upon interpreting the Policy as a whole, the Service of Suit Endorsement modified the forum selection clause so that the plain language of the Policy unambiguously permits Plaintiff to bring suit in a forum of its choosing.","The proposed issue and g2 identify the same conflict between the mandatory New York forum language and the endorsement allowing the insured to choose any competent U.S. court. Both ask which provision controls, so g2 is a direct match."
88FSupp3d1156_product_contamination_insurance_policy__c108__t1_1,88FSupp3d1156_product_contamination_insurance_policy,c108,88 F.Supp.3d 1156,Service of Suit,"1.1,2.2",model,1,0.34,"The clause submits to the Insured's chosen court and then reserves the Insurer's rights ""to remove an action ... or to seek a transfer of a case to another court,"" so it is ambiguous whether it confers a forum choice at all or merely waives objections to personal jurisdiction. The two sentences point in opposite directions.",g2,88FSupp3d1156_product_contamination_insurance_policy__c108__i2,The reservation of Starr’s right “to seek a transfer” was susceptible to competing facial readings—whether it curtailed TriUnion’s initial forum choice or merely preserved Starr’s right to request transfer after suit was filed.,1.1,0.94,True,The proposed issue concerns the interaction between “at your request will submit to the jurisdiction” and the reservation “to remove an action” or “to seek a transfer.” g1 concerns the meaning of the submission promise alone; g2 concerns whether the transfer reservation curtails that initial choice or only applies after filing; g3 concerns the Service of Suit language’s conflict with the separate New York forum-selection clause.,"Here, the additional clause cited by Defendant does exactly that — it simply reserves Defendant’s right to seek removal or transfer of a case to a different forum after Plaintiff files suit in its chosen forum. It does not, however, alter or change Plaintiffs ability to choose the forum in the first place.","The proposed issue and g2 identify the same apparent conflict between the insured’s initial forum choice and the insurer’s reserved removal or transfer rights. The proposed issue is slightly broader because it includes removal and characterizes the alternative as merely consenting to personal jurisdiction, while g2 focuses on transfer and its timing."
